"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест проверяет вход на сайт по логину и паролю,
                    добавление товаров в корзину и переход в нее, 
                    инициализацию заказа и заполнение персональных данных,
                    проводит проверку финальной стоимости покупки","7354","Полный цикл покупки 3-х товаров в магазине Swag Labs","tests","2026-09-05","passed","2026-09-05","","test_purchase","",""
